date,day_idx,store_id,sku_id,day_of_week,is_weekend,temperature_c,is_tet_period,opening_stock,units_sold,lost_sales,closing_stock,units_received,promo
2024-07-08,34,2,5,0,0,28.7,0,14,8,0.0,88,82,0
2024-07-09,35,2,5,1,0,31.4,0,88,13,0.0,75,0,0
2024-07-10,36,2,5,2,0,27.1,0,75,9,0.0,66,0,0
2024-07-11,37,2,5,3,0,25.1,0,66,15,0.0,51,0,0
2024-07-12,38,2,5,4,0,29.4,0,51,13,0.0,38,0,0
2024-07-13,39,2,5,5,1,29.4,0,38,8,0.0,30,0,0
2024-07-14,40,2,5,6,1,27.3,0,30,12,0.0,18,0,0
2024-07-15,41,2,5,0,0,28.4,0,18,10,0.0,86,78,0
2024-07-16,42,2,5,1,0,28.2,0,86,12,0.0,74,0,0
2024-07-17,43,2,5,2,0,26.0,0,74,7,0.0,67,0,0
2024-07-18,44,2,5,3,0,28.6,0,67,6,0.0,61,0,0
2024-06-04,0,2,6,1,0,29.9,0,47,2,0.0,45,0,0
2024-06-05,1,2,6,2,0,30.0,0,45,8,0.0,37,0,0
2024-06-06,2,2,6,3,0,27.6,0,37,6,0.0,31,0,0
2024-06-07,3,2,6,4,0,30.6,0,31,6,0.0,25,0,0
2024-06-08,4,2,6,5,1,28.7,0,25,7,0.0,18,0,0
2024-06-09,5,2,6,6,1,22.7,0,18,8,0.0,10,0,0
2024-06-10,6,2,6,0,0,27.9,0,10,8,0.0,43,41,0
2024-06-11,7,2,6,1,0,27.6,0,43,7,0.0,36,0,0
2024-06-12,8,2,6,2,0,26.3,0,36,5,0.0,31,0,0
2024-06-13,9,2,6,3,0,27.7,0,31,14,0.0,17,0,0
2024-06-14,10,2,6,4,0,27.5,0,17,3,0.0,14,0,0
2024-06-15,11,2,6,5,1,28.7,0,14,8,0.0,6,0,0
2024-06-16,12,2,6,6,1,29.8,0,6,6,0.0,0,0,0
2024-06-17,13,2,6,0,0,27.8,0,0,7,0.0,44,51,0
2024-06-18,14,2,6,1,0,27.9,0,44,6,0.0,38,0,0
2024-06-19,15,2,6,2,0,24.7,0,38,7,0.0,31,0,0
2024-06-20,16,2,6,3,0,28.2,0,31,6,0.0,25,0,0
2024-06-21,17,2,6,4,0,27.4,0,25,3,0.0,22,0,0
2024-06-22,18,2,6,5,1,29.5,0,22,10,0.0,12,0,0
2024-06-23,19,2,6,6,1,31.1,0,12,7,0.0,5,0,0
2024-06-24,20,2,6,0,0,28.2,0,5,5,0.0,46,46,0
2024-06-25,21,2,6,1,0,28.6,0,46,6,0.0,40,0,0
2024-06-26,22,2,6,2,0,26.0,0,40,7,0.0,33,0,0
2024-06-27,23,2,6,3,0,27.2,0,33,9,0.0,24,0,0
2024-06-28,24,2,6,4,0,31.2,0,24,4,0.0,20,0,0
2024-06-29,25,2,6,5,1,27.8,0,20,7,0.0,13,0,0
2024-06-30,26,2,6,6,1,27.4,0,13,11,0.0,2,0,0
2024-07-01,27,2,6,0,0,29.5,0,2,3,0.0,48,49,0
2024-07-02,28,2,6,1,0,28.0,0,48,5,0.0,43,0,0
2024-07-03,29,2,6,2,0,27.3,0,43,3,0.0,40,0,0
2024-07-04,30,2,6,3,0,28.6,0,40,8,0.0,32,0,0
2024-07-05,31,2,6,4,0,27.6,0,32,7,0.0,25,0,0
2024-07-06,32,2,6,5,1,29.8,0,25,9,0.0,16,0,0
2024-07-07,33,2,6,6,1,27.0,0,16,6,0.0,10,0,0
2024-07-08,34,2,6,0,0,28.7,0,10,8,0.0,43,41,0
2024-07-09,35,2,6,1,0,31.4,0,43,5,0.0,38,0,0
2024-07-10,36,2,6,2,0,27.1,0,38,3,0.0,35,0,0
2024-07-11,37,2,6,3,0,25.1,0,35,6,0.0,29,0,0
2024-07-12,38,2,6,4,0,29.4,0,29,7,0.0,22,0,0
2024-07-13,39,2,6,5,1,29.4,0,22,9,0.0,13,0,0
2024-07-14,40,2,6,6,1,27.3,0,13,7,0.0,6,0,0
2024-07-15,41,2,6,0,0,28.4,0,6,6,0.0,45,45,0
2024-07-16,42,2,6,1,0,28.2,0,45,6,0.0,39,0,0
2024-07-17,43,2,6,2,0,26.0,0,39,7,0.0,32,0,0
2024-07-18,44,2,6,3,0,28.6,0,32,4,0.0,28,0,0
2024-06-04,0,2,7,1,0,29.9,0,11,2,0.0,9,0,0
2024-06-05,1,2,7,2,0,30.0,0,9,2,0.0,7,0,0
2024-06-06,2,2,7,3,0,27.6,0,7,1,0.0,6,0,0
2024-06-07,3,2,7,4,0,30.6,0,6,1,0.0,5,0,0
2024-06-08,4,2,7,5,1,28.7,0,5,4,0.0,1,0,0
2024-06-09,5,2,7,6,1,22.7,0,1,1,0.0,0,0,0
2024-06-10,6,2,7,0,0,27.9,0,0,5,0.0,10,15,0
2024-06-11,7,2,7,1,0,27.6,0,10,0,0.0,10,0,0
2024-06-12,8,2,7,2,0,26.3,0,10,2,0.0,8,0,0
2024-06-13,9,2,7,3,0,27.7,0,8,1,0.0,7,0,0
2024-06-14,10,2,7,4,0,27.5,0,7,2,0.0,5,0,0
2024-06-15,11,2,7,5,1,28.7,0,5,3,0.0,2,0,0
2024-06-16,12,2,7,6,1,29.8,0,2,2,0.0,0,0,0
2024-06-17,13,2,7,0,0,27.8,0,0,1,0.0,14,15,0
2024-06-18,14,2,7,1,0,27.9,0,14,2,0.0,12,0,0
2024-06-19,15,2,7,2,0,24.7,0,12,2,0.0,10,0,0
2024-06-20,16,2,7,3,0,28.2,0,10,1,0.0,9,0,0
2024-06-21,17,2,7,4,0,27.4,0,9,3,0.0,6,0,0
2024-06-22,18,2,7,5,1,29.5,0,6,3,0.0,3,0,0
2024-06-23,19,2,7,6,1,31.1,0,3,1,0.0,2,0,0
2024-06-24,20,2,7,0,0,28.2,0,2,1,0.0,14,13,0
2024-06-25,21,2,7,1,0,28.6,0,14,4,0.0,10,0,0
2024-06-26,22,2,7,2,0,26.0,0,10,1,0.0,9,0,0
2024-06-27,23,2,7,3,0,27.2,0,9,0,0.0,9,0,0
2024-06-28,24,2,7,4,0,31.2,0,9,2,0.0,7,0,0
2024-06-29,25,2,7,5,1,27.8,0,7,2,0.0,5,0,0
2024-06-30,26,2,7,6,1,27.4,0,5,0,0.0,5,0,0
2024-07-01,27,2,7,0,0,29.5,0,5,1,0.0,14,10,0
2024-07-02,28,2,7,1,0,28.0,0,14,1,0.0,13,0,0
2024-07-03,29,2,7,2,0,27.3,0,13,4,0.0,9,0,0
2024-07-04,30,2,7,3,0,28.6,0,9,0,0.0,9,0,0
2024-07-05,31,2,7,4,0,27.6,0,9,2,0.0,7,0,0
2024-07-06,32,2,7,5,1,29.8,0,7,2,0.0,5,0,0
2024-07-07,33,2,7,6,1,27.0,0,5,3,0.0,2,0,0
2024-07-08,34,2,7,0,0,28.7,0,2,2,0.0,13,13,0
2024-07-09,35,2,7,1,0,31.4,0,13,0,0.0,13,0,0
2024-07-10,36,2,7,2,0,27.1,0,13,0,0.0,13,0,0
2024-07-11,37,2,7,3,0,25.1,0,13,0,0.0,13,0,0
2024-07-12,38,2,7,4,0,29.4,0,13,5,0.0,8,0,0
2024-07-13,39,2,7,5,1,29.4,0,8,1,0.0,7,0,0
2024-07-14,40,2,7,6,1,27.3,0,7,3,0.0,4,0,0
2024-07-15,41,2,7,0,0,28.4,0,4,1,0.0,14,11,0
2024-07-16,42,2,7,1,0,28.2,0,14,4,0.0,10,0,0
2024-07-17,43,2,7,2,0,26.0,0,10,1,0.0,9,0,0
2024-07-18,44,2,7,3,0,28.6,0,9,4,0.0,5,0,0
2024-06-04,0,2,8,1,0,29.9,0,185,30,0.0,155,0,0
2024-06-05,1,2,8,2,0,30.0,0,155,26,0.0,129,0,0
2024-06-06,2,2,8,3,0,27.6,0,129,29,0.0,100,0,0
2024-06-07,3,2,8,4,0,30.6,0,100,25,0.0,75,0,0
2024-06-08,4,2,8,5,1,28.7,0,75,38,0.0,37,0,0
2024-06-09,5,2,8,6,1,22.7,0,37,24,0.0,13,0,0
2024-06-10,6,2,8,0,0,27.9,0,13,25,0.0,188,200,0
2024-06-11,7,2,8,1,0,27.6,0,188,32,0.0,156,0,0
2024-06-12,8,2,8,2,0,26.3,0,156,22,0.0,134,0,0
2024-06-13,9,2,8,3,0,27.7,0,134,25,0.0,109,0,0
2024-06-14,10,2,8,4,0,27.5,0,109,12,0.0,97,0,0
2024-06-15,11,2,8,5,1,28.7,0,97,31,0.0,66,0,0
2024-06-16,12,2,8,6,1,29.8,0,66,30,0.0,36,0,0
2024-06-17,13,2,8,0,0,27.8,0,36,21,0.0,192,177,0
2024-06-18,14,2,8,1,0,27.9,0,192,18,0.0,174,0,0
2024-06-19,15,2,8,2,0,24.7,0,174,18,0.0,156,0,0
2024-06-20,16,2,8,3,0,28.2,0,156,30,0.0,126,0,0
2024-06-21,17,2,8,4,0,27.4,0,126,20,0.0,106,0,0
2024-06-22,18,2,8,5,1,29.5,0,106,23,0.0,83,0,0
2024-06-23,19,2,8,6,1,31.1,0,83,35,0.0,48,0,0
2024-06-24,20,2,8,0,0,28.2,0,48,29,0.0,184,165,0
2024-06-25,21,2,8,1,0,28.6,0,184,33,0.0,151,0,0
2024-06-26,22,2,8,2,0,26.0,0,151,34,0.0,117,0,0
2024-06-27,23,2,8,3,0,27.2,0,117,27,0.0,90,0,0
2024-06-28,24,2,8,4,0,31.2,0,90,30,0.0,60,0,0
2024-06-29,25,2,8,5,1,27.8,0,60,36,0.0,24,0,0
2024-06-30,26,2,8,6,1,27.4,0,24,24,0.0,0,0,0
2024-07-01,27,2,8,0,0,29.5,0,0,18,0.0,195,213,0
2024-07-02,28,2,8,1,0,28.0,0,195,12,0.0,183,0,0
2024-07-03,29,2,8,2,0,27.3,0,183,39,0.0,144,0,0
2024-07-04,30,2,8,3,0,28.6,0,144,38,0.0,106,0,0
2024-07-05,31,2,8,4,0,27.6,0,106,14,0.0,92,0,0
2024-07-06,32,2,8,5,1,29.8,0,92,33,0.0,59,0,0
2024-07-07,33,2,8,6,1,27.0,0,59,33,0.0,26,0,0
2024-07-08,34,2,8,0,0,28.7,0,26,20,0.0,193,187,0
2024-07-09,35,2,8,1,0,31.4,0,193,32,0.0,161,0,0
2024-07-10,36,2,8,2,0,27.1,0,161,22,0.0,139,0,0
2024-07-11,37,2,8,3,0,25.1,0,139,24,0.0,115,0,0
2024-07-12,38,2,8,4,0,29.4,0,115,31,0.0,84,0,0
2024-07-13,39,2,8,5,1,29.4,0,84,31,0.0,53,0,0
2024-07-14,40,2,8,6,1,27.3,0,53,34,0.0,19,0,0
2024-07-15,41,2,8,0,0,28.4,0,19,22,0.0,191,194,0
2024-07-16,42,2,8,1,0,28.2,0,191,26,0.0,165,0,0
2024-07-17,43,2,8,2,0,26.0,0,165,28,0.0,137,0,0
2024-07-18,44,2,8,3,0,28.6,0,137,23,0.0,114,0,0
2024-06-04,0,2,9,1,0,29.9,0,23,17,0.0,23,17,0
2024-06-05,1,2,9,2,0,30.0,0,23,22,0.0,18,17,0
2024-06-06,2,2,9,3,0,27.6,0,18,32,0.0,8,22,0
2024-06-07,3,2,9,4,0,30.6,0,8,21,0.0,19,32,0
2024-06-08,4,2,9,5,1,28.7,0,19,34,0.0,6,21,0
2024-06-09,5,2,9,6,1,22.7,0,6,25,0.0,15,34,0
2024-06-10,6,2,9,0,0,27.9,0,15,24,0.0,16,25,0
2024-06-11,7,2,9,1,0,27.6,0,16,20,0.0,20,24,0
2024-06-12,8,2,9,2,0,26.3,0,20,15,0.0,25,20,0
2024-06-13,9,2,9,3,0,27.7,0,25,27,0.0,13,15,0
2024-06-14,10,2,9,4,0,27.5,0,13,15,0.0,25,27,0
2024-06-15,11,2,9,5,1,28.7,0,25,27,0.0,13,15,0
2024-06-16,12,2,9,6,1,29.8,0,13,23,0.0,17,27,0
2024-06-17,13,2,9,0,0,27.8,0,17,16,0.0,24,23,0
2024-06-18,14,2,9,1,0,27.9,0,24,17,0.0,23,16,0
2024-06-19,15,2,9,2,0,24.7,0,23,22,0.0,18,17,0
2024-06-20,16,2,9,3,0,28.2,0,18,18,0.0,22,22,0
2024-06-21,17,2,9,4,0,27.4,0,22,17,0.0,23,18,0
2024-06-22,18,2,9,5,1,29.5,0,23,26,0.0,14,17,0
2024-06-23,19,2,9,6,1,31.1,0,14,24,0.0,16,26,0
2024-06-24,20,2,9,0,0,28.2,0,16,25,0.0,15,24,0
2024-06-25,21,2,9,1,0,28.6,0,15,22,0.0,18,25,0
2024-06-26,22,2,9,2,0,26.0,0,18,32,0.0,8,22,0
2024-06-27,23,2,9,3,0,27.2,0,8,21,0.0,19,32,0
2024-06-28,24,2,9,4,0,31.2,0,19,28,0.0,12,21,0
2024-06-29,25,2,9,5,1,27.8,0,12,34,0.0,6,28,0
2024-06-30,26,2,9,6,1,27.4,0,6,40,0.0,0,34,0
2024-07-01,27,2,9,0,0,29.5,0,0,16,0.0,24,40,0
2024-07-02,28,2,9,1,0,28.0,0,24,21,0.0,19,16,0
2024-07-03,29,2,9,2,0,27.3,0,19,17,0.0,23,21,0
2024-07-04,30,2,9,3,0,28.6,0,23,24,0.0,16,17,0
2024-07-05,31,2,9,4,0,27.6,0,16,26,0.0,14,24,0
2024-07-06,32,2,9,5,1,29.8,0,14,20,0.0,20,26,0
2024-07-07,33,2,9,6,1,27.0,0,20,36,0.0,4,20,0
2024-07-08,34,2,9,0,0,28.7,0,4,27,0.0,13,36,0
2024-07-09,35,2,9,1,0,31.4,0,13,23,0.0,17,27,0
2024-07-10,36,2,9,2,0,27.1,0,17,24,0.0,16,23,0
2024-07-11,37,2,9,3,0,25.1,0,16,24,0.0,16,24,0
2024-07-12,38,2,9,4,0,29.4,0,16,26,0.0,14,24,0
2024-07-13,39,2,9,5,1,29.4,0,14,22,0.0,18,26,0
2024-07-14,40,2,9,6,1,27.3,0,18,25,0.0,15,22,0
2024-07-15,41,2,9,0,0,28.4,0,15,17,0.0,23,25,0
2024-07-16,42,2,9,1,0,28.2,0,23,19,0.0,21,17,0
2024-07-17,43,2,9,2,0,26.0,0,21,24,0.0,16,19,0
2024-07-18,44,2,9,3,0,28.6,0,16,31,0.0,9,24,0
2024-06-04,0,2,10,1,0,29.9,0,70,11,0.0,59,0,0
2024-06-05,1,2,10,2,0,30.0,0,59,5,0.0,54,0,0
2024-06-06,2,2,10,3,0,27.6,0,54,15,0.0,39,0,0
2024-06-07,3,2,10,4,0,30.6,0,39,15,0.0,24,0,0
2024-06-08,4,2,10,5,1,28.7,0,24,14,0.0,10,0,0
2024-06-09,5,2,10,6,1,22.7,0,10,10,0.0,0,0,0
2024-06-10,6,2,10,0,0,27.9,0,0,9,0.0,72,81,0
2024-06-11,7,2,10,1,0,27.6,0,72,7,0.0,65,0,0
2024-06-12,8,2,10,2,0,26.3,0,65,10,0.0,55,0,0
2024-06-13,9,2,10,3,0,27.7,0,55,7,0.0,48,0,0
2024-06-14,10,2,10,4,0,27.5,0,48,5,0.0,43,0,0
2024-06-15,11,2,10,5,1,28.7,0,43,10,0.0,33,0,0
2024-06-16,12,2,10,6,1,29.8,0,33,17,0.0,16,0,0
2024-06-17,13,2,10,0,0,27.8,0,16,11,0.0,70,65,0
2024-06-18,14,2,10,1,0,27.9,0,70,12,0.0,58,0,0
2024-06-19,15,2,10,2,0,24.7,0,58,9,0.0,49,0,0
2024-06-20,16,2,10,3,0,28.2,0,49,6,0.0,43,0,0
2024-06-21,17,2,10,4,0,27.4,0,43,6,0.0,37,0,0
2024-06-22,18,2,10,5,1,29.5,0,37,10,0.0,27,0,0
2024-06-23,19,2,10,6,1,31.1,0,27,9,0.0,18,0,0
2024-06-24,20,2,10,0,0,28.2,0,18,9,0.0,72,63,0
2024-06-25,21,2,10,1,0,28.6,0,72,7,0.0,65,0,0
2024-06-26,22,2,10,2,0,26.0,0,65,9,0.0,56,0,0
2024-06-27,23,2,10,3,0,27.2,0,56,6,0.0,50,0,0
2024-06-28,24,2,10,4,0,31.2,0,50,7,0.0,43,0,0
2024-06-29,25,2,10,5,1,27.8,0,43,13,0.0,30,0,0
2024-06-30,26,2,10,6,1,27.4,0,30,8,0.0,22,0,0
2024-07-01,27,2,10,0,0,29.5,0,22,7,0.0,74,59,0
2024-07-02,28,2,10,1,0,28.0,0,74,10,0.0,64,0,0
2024-07-03,29,2,10,2,0,27.3,0,64,8,0.0,56,0,0
2024-07-04,30,2,10,3,0,28.6,0,56,12,0.0,44,0,0
2024-07-05,31,2,10,4,0,27.6,0,44,13,0.0,31,0,0
2024-07-06,32,2,10,5,1,29.8,0,31,13,0.0,18,0,0
2024-07-07,33,2,10,6,1,27.0,0,18,11,0.0,7,0,0
2024-07-08,34,2,10,0,0,28.7,0,7,8,0.0,73,74,0
2024-07-09,35,2,10,1,0,31.4,0,73,10,0.0,63,0,0
2024-07-10,36,2,10,2,0,27.1,0,63,12,0.0,51,0,0
2024-07-11,37,2,10,3,0,25.1,0,51,7,0.0,44,0,0
2024-07-12,38,2,10,4,0,29.4,0,44,11,0.0,33,0,0
2024-07-13,39,2,10,5,1,29.4,0,33,10,0.0,23,0,0
2024-07-14,40,2,10,6,1,27.3,0,23,10,0.0,13,0,0
2024-07-15,41,2,10,0,0,28.4,0,13,11,0.0,70,68,0
2024-07-16,42,2,10,1,0,28.2,0,70,14,0.0,56,0,0
2024-07-17,43,2,10,2,0,26.0,0,56,9,0.0,47,0,0
2024-07-18,44,2,10,3,0,28.6,0,47,7,0.0,40,0,0
2024-06-04,0,2,11,1,0,29.9,0,165,22,0.0,143,0,0
2024-06-05,1,2,11,2,0,30.0,0,143,32,0.0,111,0,0
2024-06-06,2,2,11,3,0,27.6,0,111,18,0.0,93,0,0
2024-06-07,3,2,11,4,0,30.6,0,93,31,0.0,62,0,0
2024-06-08,4,2,11,5,1,28.7,0,62,28,0.0,34,0,0
2024-06-09,5,2,11,6,1,22.7,0,34,26,0.0,8,0,0
2024-06-10,6,2,11,0,0,27.9,0,8,18,0.0,172,182,0
2024-06-11,7,2,11,1,0,27.6,0,172,23,0.0,149,0,0
2024-06-12,8,2,11,2,0,26.3,0,149,26,0.0,123,0,0
2024-06-13,9,2,11,3,0,27.7,0,123,25,0.0,98,0,0
2024-06-14,10,2,11,4,0,27.5,0,98,38,0.0,60,0,0
2024-06-15,11,2,11,5,1,28.7,0,60,26,0.0,34,0,0
2024-06-16,12,2,11,6,1,29.8,0,34,21,0.0,13,0,0
2024-06-17,13,2,11,0,0,27.8,0,13,28,0.0,162,177,0
2024-06-18,14,2,11,1,0,27.9,0,162,28,0.0,134,0,0
2024-06-19,15,2,11,2,0,24.7,0,134,29,0.0,105,0,0
2024-06-20,16,2,11,3,0,28.2,0,105,22,0.0,83,0,0
2024-06-21,17,2,11,4,0,27.4,0,83,27,0.0,56,0,0
2024-06-22,18,2,11,5,1,29.5,0,56,35,0.0,21,0,0
2024-06-23,19,2,11,6,1,31.1,0,21,21,0.0,0,0,0
2024-06-24,20,2,11,0,0,28.2,0,0,27,0.0,163,190,0
2024-06-25,21,2,11,1,0,28.6,0,163,31,0.0,132,0,0
2024-06-26,22,2,11,2,0,26.0,0,132,19,0.0,113,0,0
2024-06-27,23,2,11,3,0,27.2,0,113,25,0.0,88,0,0
2024-06-28,24,2,11,4,0,31.2,0,88,21,0.0,67,0,0
2024-06-29,25,2,11,5,1,27.8,0,67,40,0.0,27,0,0
2024-06-30,26,2,11,6,1,27.4,0,27,23,0.0,4,0,0
2024-07-01,27,2,11,0,0,29.5,0,4,25,0.0,165,186,0
2024-07-02,28,2,11,1,0,28.0,0,165,15,0.0,150,0,0
2024-07-03,29,2,11,2,0,27.3,0,150,29,0.0,121,0,0
2024-07-04,30,2,11,3,0,28.6,0,121,29,0.0,92,0,0
2024-07-05,31,2,11,4,0,27.6,0,92,23,0.0,69,0,0
2024-07-06,32,2,11,5,1,29.8,0,69,42,0.0,27,0,0
2024-07-07,33,2,11,6,1,27.0,0,27,26,0.0,1,0,0
2024-07-08,34,2,11,0,0,28.7,0,1,15,0.0,175,189,0
2024-07-09,35,2,11,1,0,31.4,0,175,25,0.0,150,0,0
2024-07-10,36,2,11,2,0,27.1,0,150,34,0.0,116,0,0
2024-07-11,37,2,11,3,0,25.1,0,116,26,0.0,90,0,0
2024-07-12,38,2,11,4,0,29.4,0,90,20,0.0,70,0,0
2024-07-13,39,2,11,5,1,29.4,0,70,31,0.0,39,0,0
2024-07-14,40,2,11,6,1,27.3,0,39,23,0.0,16,0,0
2024-07-15,41,2,11,0,0,28.4,0,16,23,0.0,167,174,0
2024-07-16,42,2,11,1,0,28.2,0,167,19,0.0,148,0,0
2024-07-17,43,2,11,2,0,26.0,0,148,29,0.0,119,0,0
2024-07-18,44,2,11,3,0,28.6,0,119,27,0.0,92,0,0
2024-06-04,0,2,12,1,0,29.9,0,4,14,0.0,37,47,0
2024-06-05,1,2,12,2,0,30.0,0,37,8,0.0,29,0,0
2024-06-06,2,2,12,3,0,27.6,0,29,7,0.0,22,0,0
2024-06-07,3,2,12,4,0,30.6,0,22,15,0.0,7,0,0
2024-06-08,4,2,12,5,1,28.7,0,7,7,0.0,0,0,0
2024-06-09,5,2,12,6,1,22.7,0,0,8,0.0,43,51,0
2024-06-10,6,2,12,0,0,27.9,0,43,10,0.0,33,0,0
2024-06-11,7,2,12,1,0,27.6,0,33,7,0.0,26,0,0
2024-06-12,8,2,12,2,0,26.3,0,26,10,0.0,16,0,0
2024-06-13,9,2,12,3,0,27.7,0,16,8,0.0,8,0,0
2024-06-14,10,2,12,4,0,27.5,0,8,4,0.0,47,43,0
2024-06-15,11,2,12,5,1,28.7,0,47,13,0.0,34,0,0
2024-06-16,12,2,12,6,1,29.8,0,34,9,0.0,25,0,0
2024-06-17,13,2,12,0,0,27.8,0,25,5,0.0,20,0,0
2024-06-18,14,2,12,1,0,27.9,0,20,3,0.0,17,0,0
2024-06-19,15,2,12,2,0,24.7,0,17,10,0.0,41,34,0
2024-06-20,16,2,12,3,0,28.2,0,41,12,0.0,29,0,0
2024-06-21,17,2,12,4,0,27.4,0,29,5,0.0,24,0,0
2024-06-22,18,2,12,5,1,29.5,0,24,14,0.0,10,0,0
2024-06-23,19,2,12,6,1,31.1,0,10,7,0.0,3,0,0
2024-06-24,20,2,12,0,0,28.2,0,3,9,0.0,42,48,0
2024-06-25,21,2,12,1,0,28.6,0,42,3,0.0,39,0,0
2024-06-26,22,2,12,2,0,26.0,0,39,10,0.0,29,0,0
2024-06-27,23,2,12,3,0,27.2,0,29,6,0.0,23,0,0
2024-06-28,24,2,12,4,0,31.2,0,23,11,0.0,12,0,0
2024-06-29,25,2,12,5,1,27.8,0,12,16,0.0,35,39,0
2024-06-30,26,2,12,6,1,27.4,0,35,3,0.0,32,0,0
2024-07-01,27,2,12,0,0,29.5,0,32,5,0.0,27,0,0
2024-07-02,28,2,12,1,0,28.0,0,27,4,0.0,23,0,0
2024-07-03,29,2,12,2,0,27.3,0,23,9,0.0,14,0,0
2024-07-04,30,2,12,3,0,28.6,0,14,6,0.0,45,37,0
2024-07-05,31,2,12,4,0,27.6,0,45,4,0.0,41,0,0
2024-07-06,32,2,12,5,1,29.8,0,41,7,0.0,34,0,0
2024-07-07,33,2,12,6,1,27.0,0,34,11,0.0,23,0,0
2024-07-08,34,2,12,0,0,28.7,0,23,10,0.0,13,0,0
2024-07-09,35,2,12,1,0,31.4,0,13,10,0.0,41,38,0
2024-07-10,36,2,12,2,0,27.1,0,41,8,0.0,33,0,0
2024-07-11,37,2,12,3,0,25.1,0,33,10,0.0,23,0,0
2024-07-12,38,2,12,4,0,29.4,0,23,6,0.0,17,0,0
2024-07-13,39,2,12,5,1,29.4,0,17,5,0.0,12,0,0
2024-07-14,40,2,12,6,1,27.3,0,12,15,0.0,36,39,0
2024-07-15,41,2,12,0,0,28.4,0,36,3,0.0,33,0,0
2024-07-16,42,2,12,1,0,28.2,0,33,9,0.0,24,0,0
2024-07-17,43,2,12,2,0,26.0,0,24,10,0.0,14,0,0
2024-07-18,44,2,12,3,0,28.6,0,14,6,0.0,8,0,0
2024-06-04,0,3,1,1,0,29.9,0,288,37,0.0,251,0,0
2024-06-05,1,3,1,2,0,30.0,0,251,38,0.0,213,0,0
2024-06-06,2,3,1,3,0,27.6,0,213,40,0.0,173,0,0
2024-06-07,3,3,1,4,0,30.6,0,173,40,0.0,133,0,0
2024-06-08,4,3,1,5,1,28.7,0,133,49,0.0,84,0,0
2024-06-09,5,3,1,6,1,22.7,0,84,43,0.0,41,0,0
2024-06-10,6,3,1,0,0,27.9,0,41,41,0.0,297,297,0
2024-06-11,7,3,1,1,0,27.6,0,297,40,0.0,257,0,0
2024-06-12,8,3,1,2,0,26.3,0,257,31,0.0,226,0,0
2024-06-13,9,3,1,3,0,27.7,0,226,58,0.0,168,0,0
2024-06-14,10,3,1,4,0,27.5,0,168,42,0.0,126,0,0
2024-06-15,11,3,1,5,1,28.7,0,126,51,0.0,75,0,0
2024-06-16,12,3,1,6,1,29.8,0,75,47,0.0,28,0,0
2024-06-17,13,3,1,0,0,27.8,0,28,52,0.0,286,310,0
2024-06-18,14,3,1,1,0,27.9,0,286,41,0.0,245,0,0
2024-06-19,15,3,1,2,0,24.7,0,245,32,0.0,213,0,0
2024-06-20,16,3,1,3,0,28.2,0,213,50,0.0,163,0,0
2024-06-21,17,3,1,4,0,27.4,0,163,26,0.0,137,0,0
2024-06-22,18,3,1,5,1,29.5,0,137,50,0.0,87,0,0
2024-06-23,19,3,1,6,1,31.1,0,87,45,0.0,42,0,0
2024-06-24,20,3,1,0,0,28.2,0,42,44,0.0,294,296,0
2024-06-25,21,3,1,1,0,28.6,0,294,40,0.0,254,0,0
2024-06-26,22,3,1,2,0,26.0,0,254,29,0.0,225,0,0
2024-06-27,23,3,1,3,0,27.2,0,225,39,0.0,186,0,0
2024-06-28,24,3,1,4,0,31.2,0,186,38,0.0,148,0,0
2024-06-29,25,3,1,5,1,27.8,0,148,43,0.0,105,0,0
2024-06-30,26,3,1,6,1,27.4,0,105,39,0.0,66,0,0
2024-07-01,27,3,1,0,0,29.5,0,66,45,0.0,293,272,0
2024-07-02,28,3,1,1,0,28.0,0,293,45,0.0,248,0,0
2024-07-03,29,3,1,2,0,27.3,0,248,43,0.0,205,0,0
2024-07-04,30,3,1,3,0,28.6,0,205,41,0.0,164,0,0
2024-07-05,31,3,1,4,0,27.6,0,164,44,0.0,120,0,0
2024-07-06,32,3,1,5,1,29.8,0,120,70,0.0,50,0,0
2024-07-07,33,3,1,6,1,27.0,0,50,50,0.0,0,0,0
2024-07-08,34,3,1,0,0,28.7,0,0,47,0.0,291,338,0
2024-07-09,35,3,1,1,0,31.4,0,291,46,0.0,245,0,0
2024-07-10,36,3,1,2,0,27.1,0,245,43,0.0,202,0,0
2024-07-11,37,3,1,3,0,25.1,0,202,42,0.0,160,0,0
2024-07-12,38,3,1,4,0,29.4,0,160,51,0.0,109,0,0
2024-07-13,39,3,1,5,1,29.4,0,109,56,0.0,53,0,0
2024-07-14,40,3,1,6,1,27.3,0,53,38,0.0,15,0,0
2024-07-15,41,3,1,0,0,28.4,0,15,43,0.0,295,323,0
2024-07-16,42,3,1,1,0,28.2,0,295,42,0.0,253,0,0
2024-07-17,43,3,1,2,0,26.0,0,253,35,0.0,218,0,0
2024-07-18,44,3,1,3,0,28.6,0,218,34,0.0,184,0,0
2024-06-04,0,3,2,1,0,29.9,0,14,22,0.0,17,25,0
2024-06-05,1,3,2,2,0,30.0,0,17,30,0.0,9,22,0
2024-06-06,2,3,2,3,0,27.6,0,9,37,0.0,2,30,0
2024-06-07,3,3,2,4,0,30.6,0,2,30,0.0,9,37,0
2024-06-08,4,3,2,5,1,28.7,0,9,23,0.0,16,30,0
